message,messageSentiment.score,messageHate.score
TRS के लिए बजी खतरे की घंटी....,0,0
"हरियाणा सरकार के नीचे काम करने वाली व्यवस्था क्या गुंडों के दवाब में काम कर रही है, एक बेटी का परिवार सबसे गुहार लगा लगा कर थक गया । भिवानी शहर की कीर्ति नगर से ये पत्र मुझे भेजा है । शर्म आनी चाहिए Ye Modi ji se bhi prarthna ki h... Kai bar tauji CM or PMO ko letter likh chuke hain par koi sunwai nahi... Sir ye samasya solve honi chaiye hum nahi chahte ki is peera se kahin tauji ke yahan ghar ke kisi bhi sadasya ko kuch hojaye...,🙏🏻😔",0,1
76 हज़ार करोड़ रुपये की लागत से पूरा पाकिस्तान बॉर्डर इजरायल टेक्नोलॉजी लेजर से सील किया जा रहा है?,1,0
एक नूपुर को कुछ हुआ तो लाखों नूपुर पैदा होंगी । #sudarshannews,2,1
यह पोस्ट पसंद आयी हो तो के पेज को लाइक करें और पोस्ट शेयर करें,2,0
Agar Dalalon ko hi Nikalna hai toh Modi ko hatao aur direct Ambani aur Adani ko Vote dilao.🤔🤔,0,1
अब की बार माफी नहीं मिलेगी महातिर!,0,1
🏵🏵🏵🏵🏵🏵🏵🏵🏵🏵 🌹🍁 जय श्रीराधा हरिशिरोमणि जी 🍁🌹 चंदन की धोती तन पटका बन्यौ चंदन कौ । चंदन कौ जामा और मुकुट सुखदाई है ।। चंदन कौ गलहार चंदन के बाजूबंद । चंदन के कुंडल बुलाक हू सुहाई है ।। चंदन किरीट शुभ्र चंदन कौ मोर पंख । माथे पे चंदन चारु देत सितलाई है ।। चंदन की गंध सौं भरे हैं आज बांकेलाल । अक्षयतृतीया की सब कौं बधाई है ।। 🍁अक्षय तृतीया पर्व व परशुराम जयंती की सभी को बधाई 🍁 💐💐💐💐💐💐💐💐💐,2,0
"रिपोर्टिंग , एंकरिंग , टीवी प्रोडक्शन , कैमरा , लाइटिंग, साउंड Sudarshan TV Media Academy",1,0
"गेंदबाज मोहम्मद शमी की पत्नी हसीन जहां ने शेयर किया बेहद ही बोल्ड वीडियो, लोग करने लगे ऐसी बाते…",2,0
Marriage Funny Video | London Times | Megastar Aazaad | Bombay Talkies | Rashtraputra | Mahanayakan,1,0
"ZEE न्यूज़ के पत्रकार अमन चौपड़ा ने राहुल गाँधी की खोल दी पोल,कांग्रेस वाले देने लगे गाली",0,0
शेयर जरूर करें,1,0
मुसलमान क्यों छोड़ रहे है इस्लाम - पुष्पेंद्र कुलश्रेष्ठ ||,0,0
आखिर हर रात क्यों जाया करते थे कब्रिस्तान कादर खान?,0,1
जावेद हबीब ने सिर्फ एक हिंदू महिला की मांग पर ही नहीं थूका उसने हमारी सनातन की आस्था पर थूका है मांग हमारी सबसे बड़ी आस्था है #ThookJavedHabib,2,1
बिहार रेजिमेंट के शहीद कमांडिंग अफसर संतोष बाबू जो कि गालवान में चीनी सैनिकों के साथ हुये झड़प में शहीद हो गए। #उनकी_शहादत_व्यर्थ_नही_जाएगी। #अमर_जवान_संतोष_बाबू #आम्र_रहे।,0,0
Boycott external & Internal traitors.,0,1
सुदर्शन न्यूज़ के राष्ट्रवाद और #हिंदुत्व के मुद्दे को आगे बढ़ाकर #समर्थन करना चाहते है तो ये #𝙋𝙖𝙜𝙚 को ज्यादा से ज्यादा #Follow करवाये👏,2,0
"'लव्ह जिहाद' , युवतीचे धर्मपरिवर्तन करून धर्मांधाचा विवाह !",1,1
असम की लेखिका ने किया नस्क्सली में शहीद जवानो का अपमान,0,0
"हिंदुत्व के लिए लिखना, बोलना और लड़ना सबके बस की बात नहीं क्योंकि युद्ध में योद्धा जाते है,कायर नहीं।",0,1
"उर्वशी रौतेला की Leak हुआ Private बाथरूम फोटोज़- फैंस हुए पागल, कहा इतनी hot कैसे?",0,0
चोर-चोर मौसेरे भाई।,0,1
"राज्य बाल अधिकार संरक्षण आयोग की अध्यक्ष का अलवर दौरा 11-12 को #अलवर। राजस्थान राज्य बाल अधिकार संरक्षण आयोग जयपुर की अध्यक्ष श्रीमती संगीता बेनीवाल 11 व 12 दिसम्बर को जिले में विभिन्न स्थानों का दौरा करेंगी। कार्यक्रमानुसार श्रीमती बेनीवाल 11 दिसम्बर को शाम 4 बजे जिले में स्थित बाल सम्प्रेषण गृह, बालिका गृह छात्रावास, पुलिस स्टेशन, राजकीय प्राथमिक स्वास्थ्य केन्द्र का निरीक्षण करेंगी। वहीं 12 दिसम्बर को प्रात: 9 बजे सर्किट हाउस में जनसुनवाई करेंगी तथा प्रात: 11 बजे थानागाजी पहुंचकर दुष्कर्म पीडित बालिका के प्रकरण में तथा दोपहर 2 बजे तिजारा पहुंच कर गैंगरेप पीडित किशोरी के परिवार से मिलकर मामले की जानकारी प्राप्त कर संबंधित अधिकारियों से चर्चा करेंगी। वहीं अपराह्न 3:30 बजे जिला कलक्ट्रेट अलवर के सभागार में जिला प्रशासन के अधिकारियों के साथ बाल अधिकारों से संबंधित मुद्दों पर बैठक की अध्यक्षता करेंगी।",1,0
देश के सबसे रईस व्यक्ति की मां आखिरकार सोना क्यों नहीं पहनती है? जानिए इसके पीछे की वजह,0,1
"देखे वीडियो:-राकेश टिकैत की मीडिया को खुली चेतावनी, या तो साथ दो वरना बक्कल उतार देंगे।",0,0
देखो इसकी घिनौनी हरकत...,0,1
लव जिहाद में फंसी कोई भी हिन्दू युवती को हमारे बजरंगदल द्वारा मुफ्त में कानूनी मदद दी जाएगी।,1,1
बहुत हुआ होल्ड अा गया गोल्ड ..❤️❤️❤️,2,0
हिजाब नही किताब चुनिए,1,0
"आश्रम की बबिता ने सेक्सी कपड़े पहन कैमरा के सामने दिए ऐसे पोज, फोटो देख फैंस हुए दीवाने…",2,0
🚩#जीतधर्मकी🚩#जयश्रीराम🚩🌹🙏,2,0
जामिया में मिली 750 फ़र्ज़ी आईडी कार्ड ......,1,0
महाराष्ट्र नवनिर्माण सेना पुणे के कात्रज में महाआरती चालू...,1,0
"एक ने मार दिया थप्पड़ तो दूसरे ने उड़ाया था मज़ाक, गोविंदा के सबसे जानी दुश्मन माने जाते हैं ये बॉलीवुड के ये 7 अभिनेता",0,0
"पेट्रोल डीजल हुआ सस्ता तो प्याज के दामों में आई भारी गिरावट, जानिए अब कितना सस्ता हो गया प्याज",1,0
"अफगानिस्तान ने भारत से लगाई गुहार, हमें बचाओ नही तो...",0,1
"Video: कैटरीना कैफ का बर्तन धोते और झाडू-पोंछा लगाते हुए वीडियो वायरल, फैंस बोले- भाभी जी आप अकेले...",1,0
भास्कर पासवान ने फिर विजय पताका लहराया #biharpanchayatchunav2021 #biharpanchayatelection2021 #bihar #BiharPanchayatElection #sasaram #BiharNews,2,0
अपने ही पैर पर कुल्हाड़ी मार ली है ममता दीदी ने!,0,1
"अंग्रेजो के इस देश में आने से पहले मुगल इस देश मे सारे विश्विद्यालय, गुरुकुल और पुस्तकालय जला चुके थे,यही सत्य है।",0,1
देश भयंकर मंदी की चपेट में. लोग फटे चिथड़े कपड़े पहनने पर मजबूर .. #BajrangDalKol,0,1
"बॉलीवुड की ये हीरोइन जो बिना शादी के ही बन गई थी माँ,सबने करनी पड़ी जल्दबाजी में अपनी उम्र से ज्यादा के इंसान से शादी।",0,1
अब इसकी भी सुनलो किसी सपोला से कम नही है ये और ऐसी विचारधारा वाले हलाला से जन्मे ।। कोई बताए अच्छा मुसलमान आखिर सच्चाई क्या ह ???,0,1
अभी-अभी फिलिस्तीनयो ने की इजरायली पुलिस पर कार्यवाही अल-अक्सा मस्जिद पर...,1,0
"आज की सबसे प्यारी तस्वीर. असली गौ सेवा यह होती है. जहाँ इस हालात में स्वयं के जीवन को बचाने की जद्दोजहद है, वहाँ गोमाता के प्रति ये प्रेम अभूतपूर्व है। #गौसेवा",2,0
"जब कोई चीज मुफ्त मिल रही हो, तो समझ लेना कि आपको इसकी कोई बड़ी कीमत चुकानी पड़ेगी। नोबेल विजेता डेसमंड टुटू ने एक बार कहा था कि ‘जब मिशनरी अफ्रीका आए, तो उनके पास बाईबल थी, और हमारे पास जमीन। उनहोंने कहा 'हम आपके लिए प्रार्थना करने आये हैं।’ हमने आखें बंद कर लीं,,, जब खोलीं तो हमारे हाथ में बाईबल थी, और उनके पास हमारी जमीन।’ इसी तरह जब सोशल नैटवर्क साइट्स आईं, तो उनके पास फेसबुक और व्हाट्सएप थे, और हमारे पास आजादी और निजता थी। उन्होंनें कहा 'ये मुफ्त है।’ हमने आखें बंद कर लीं, और जब खोलीं तो हमारे पास फेसबुक और व्हाट्सएप थे, और उनके पास हमारी आजादी और निजी जानकारियां। जब भी कोई चीज मुफ्त होती है, तो उसकी कीमत हमें हमारी आजादी दे कर चुकानी पड़ती है।",1,0
"जावेद अख्तर कहा कुछ ऐसा की भड़क गए कट्टरपंथी, गालियों से दिया शांति संदेश...",0,0
"CAA बहाना है, हिंदू है निशाना!!",1,1
"अनिल कपूर की भतीजी और संजय कपूर की बेटी ने पार कर दी सारी हदें,डूबा दिया खानदान का नाम?",0,0
ਜੇ ਤੁਹਾਡੇ ਕੋਲ ਪੈਸਾ ਹੈਨੀ ਤੇ 9 ਹਜ਼ਾਰ ਕਰੋੜ ਦਾ ਕਰਜ਼ਾ ਚੱਕ ਕੇ ਸ਼ਿਰਫ਼ ਮਸ਼ਹੂਰੀਆਂ ਈ ਦਿਓਗੇ ਫੇਰ ਉਹਨੂੰ ਕੀ ਸਮਝੀਏ?,1,1
"इतने बड़े दानवीर छुपे बैठे हैं पाकिस्तान में ,, रतन टाटा को भी फेल कर दिया।",0,1
क्या कारण है तमाम देश विरोधी शक्तियों के पक्षकार कांग्रेस के तमाम बड़े नेता व् कांग्रेस के बड़े वकील ही होते हैं ? आखिर कांग्रेस और आतंकवाद के बीच इतनी घनिष्टता क्यों ?,0,0
भईया देखते रह गए दीदी ने मारी बाजी,2,1
गजब का आंदोलन चल रहा है कांग्रेस शासित पंजाब में..,2,0
72 हूरों की चाह ने इन्हे महिलाओं के प्रति इतना अंधा कर दिया है कि इन्हें महिला सिर्फ एक भूख मिटाने का सामान लगती है,0,1
खालिस्तानी और पाकिस्तानीयो ने किसान आंदोलन को हाईजैक कर लिया:- पंजाब CM का अमित शाह से मिलने के बाद बड़ा बयान,0,0
"बिश्नोई गैंग शब्द से आक्रोशित बिश्नोई महासभा के राष्ट्रीय अध्यक्ष ने कांग्रेस प्रदेश अध्यक्ष डोटासरा को दी चेतावनी, कांग्रेस प्रदेश अध्यक्ष ने दिया था विवादित ब्यान",0,0
"मोदी ने कर दिया डबल धमाल, जो कुछ भारत ने कर दिया उसको रूस और अमेरिका सोच नहीं सकते",0,0
"बंगाल में हिंदुओं पर हो रही हिंसा पर संतो का फूटा गुस्सा,कर दिया ये ऐलान",0,0
कोरोना संकट से त्रस्त हिन्दुओं को पाकिस्तानी भेदभाव से बचाया जाए।,0,1
"मृतक का नाम : रिंकू शर्मा। हत्यारों के नाम : मोहम्मद इस्लाम, दानिश नसरुद्दीन, दिलशान आलम, दिलशाद आलम। क्या होता, अगर इसका उल्टा होता ? देश में हिंदुओ की सहनशीलता को कटघरे में खड़ा किया जा चुका होता। योगी-मोदी के इस्तीफे मांगे जा चुके होते। लेफ्ट इकोसिस्टम ऐसा बवंडर खड़ा करता कि पूरे देश का इकोसिस्टम हिल जाता। वाशिंगटन पोस्ट और न्यूयॉर्क टाइम्स में खबर छप चुकी होती कि भारत में माइनॉरिटी खतरे में है। लेकिन अभी इतना सन्नाटा क्यों है भाई ? क्योंकि अपने लोग मऊगडे हैं और इस देश के तथाकथित बुद्धिजीवी दोगले हैं। एक बात जानते हो, इन चारो में से एक को रक्तदान करके बचाया था रिंकू ने एक-डेढ़ महीने पहले। खैर छोड़ो Meme बनाओ, Cooool लगेगा। इस बारे में बोलोगे तो झूठे कोई लिबरल दोस्त तुमको कम्युनल बोल देगा, या फिर कोई महिला मित्र नाराज हो जाएगी। इसलिए शांति से अपनी बारी आने की प्रतीक्षा करो। 🙏 साभार #JusticeForRinkuSharma #jehadiyokosjado",1,0
बन्दूक तुम्हारी खाली थी या प्रशासन तुम्हारा हार गया ये दो कौड़ी का कुत्ता बेटी को केसे मार गया #Haryana 🙏🙏🙏🙏🙏🙏,0,1
"ईशा गुप्ता के राज से उठा पर्दा, आश्रम 3 में रोल के लिए डायरेक्टर को दिन रात करती थी ये मैसेज",1,0
"भारत के घुटनो पर आया लंदन, लोग बोले भूलो मत ये मोदी का भारत है।",0,1
"'बकरीद पर बंद हो जानवरों की कुर्बानी', बंगाल में मुस्लिम शख्स की मांग, रखा 72 घंटे का रोजा",0,1
"सन 1644 ईसवी का काशी! संसार की प्राचीनतम नगरी! आदिनाथ शिव का निवास स्थान! भारतवर्ष की संस्कृति का केंद्र बिंदु! अयोध्या और मथुरा के बाद सनातन धर्म के सबसे महत्वपूर्ण स्थलों में से एक! यह वो समय था ,जब समूचे उत्तर भारत में मुगलों का क्रूर शासन अपने चरम पर था और मुगल सत्ता अपने शबाब पर थी! परन्तु इसी बीच गंगा मईया की गोद से एक ऐसे बालक का जन्म हुआ, जिसके मुखमंडल पर जन्म से ही शिव के समान आभा थी! उस बालक ने जन्मते ही ओंकार का उच्चारण किया और जन्म के कुछ ही बर्षों बाद शिव में उसकी आस्था दिन प्रतिदिन बढ़ती गई! उसके बचपन में उसके सामने तमाम खिलौने रखे जाते, परन्तु उसे सबसे अधिक पसन्द डमरू और खेलने वाले त्रिशूल ही आते! पिता का नाम था गंगाधर पंडित और पिता ने बालक की शिव में आस्था को देखते हुए उसका नाम शिवजी के ही नाम पर रख दिया....""रुद्र'... रुद्र धीरे धीरे पिता से शास्त्र की शिक्षा ग्रहण करने लगा और कहते हैं मात्र चार वर्ष की आयु तक उसने रावण रचित शिवताण्डवस्त्रोत कंठस्थ कर लिया था और जब वह घाट पर खड़े होकर अपनी मधुर वाणी से तांडव का पाठ करता तो न सिर्फ लोग, बल्कि पशु और पक्षी भी वहां रुककर तांडव पाठ का श्रवण करते! वह तेजस्वी बालक धीरे धीरे बड़ा होने लगा और उसकी समझ में आने लगा कि जबतक भारतवर्ष पर मुगल राज करेंगे, सनातन धर्म सुरक्षित नहीं रह सकता और यदि इसे सुरक्षित रखना है, तो शास्त्र के साथ साथ शस्त्र की शिक्षा भी अनिवार्य करनी होगी! माला के साथ भाला लेकर चलना होगा! शिव के भोलेनाथ वाले स्वरुप को छोड़कर वास्तव में रुद्र बनना होगा! कम उम्र से ही उसने अपने मित्रों का लड़ाका दल बनाना शुरू कर दिया था और वे रोज गंगा के उस पार जाकर धनुष बाण, तलवारबाजी और घुड़सवारी का अभ्यास किया करते! पंडित जी समझाते तो वह कहता.....""पिताजी! जब स्वयं वेदों में ही शास्त्र के साथ शस्त्र शिक्षा अनिवार्य है, तो फिर इसमें सोचना क्या! और आज तो यह समय की मांग भी है!"" पंडित जी रुद्र के उत्तर से निरुत्तर हो जाते! समय बीतता गया! रुद्र का सारा दिन पहले काशी विश्वनाथ के पूजन के साथ आरम्भ होता और सांयकाल तक युध्दाभ्यास के साथ समाप्त होता! इसी बीच औरँगजेब मुगल सत्ता की गद्दी पर बैठा और गद्दी पर बैठते ही उसने हिन्दू विरोधी कार्य करने शुरू कर दिए! रुद्र के कानों तक भी उसके अत्याचारों की खबर पहुँचती! कभी वह सुनता कि हजारों हिंदुओं को तलवार के दम पर मुसलमान बना दिया गया तो कभी सुनता कि मुगल सैनिकों द्वारा हिन्दू स्त्रियों का अपहरण और बलात्कार किया गया! यह सब सुनकर उसकी आँखों में रक्त उतर आता और उसकी भुजाएं कड़कड़ा उठतीं! वह कहता.....""कसम भोलेनाथ की! इस दुष्ट से एक बार यदि सामना हो गया तो अपनी बलि देकर भी उसका सर काटूंगा!"" दिन बीतते गए! वह सुनता था कभी इस मंदिर को ध्वस्त किया गया, तो कभी इस मंदिर को! इसी बीच उसने सुना कि दक्खन में एक शेर ऐसा भी है,जिसने इस दुष्ट औरंगजेब के जीना हराम कर रखा है! उस योद्धा का नाम था छत्रपति शिवाजी! शिवाजी की गाथाएं सुन सुनकर रुद्र के मन में उनके प्रति आपार श्रद्धा जागृत हो गई थी! फिर कुछ ही समय पश्चात काशी में खबर फैली कि दक्खन वाले शिवाजी को औरंगजेब ने धोखे से कैद कर लिया था किंतु महाराज अपनी बुद्धिमानी से टोकरे में बैठकर भाग निकले! यह खबर सुनकर रुद्र को बड़ी प्रसन्नता हुई! उसकी प्रसन्नता और भी बढ़ी जब उसे ज्ञात हुआ कि आगरा से बचकर महाराष्ट्र जाने के क्रम में शिवाजी महाराज, काशी में पधारे हैं! खबर बड़ी गुप्त थी, किंतु पिता गंगाधर पंडित जी की पहुँच दूर दूरतक थी और उन्होंने किसी प्रकार इस बात का पता लगा लिया था और दोनों पितापूत्र उस महान राजा के दर्शन के लिए पहुँचे भी थे! रुद्र ने उस महान मराठा राजा को देखा और देखता रह गया! औरंगजेब से प्रतिशोध लेने की उसकी इच्छा और प्रबल हो उठी! फिर आया 1669 का वर्ष! भारतवर्ष के लिए एक काला वर्ष, जिसने भारतवर्ष की आत्मा को छलनी कर दिया! सनातन के हृदयस्थल पर आघात किया! दुष्ट औरंगजेब ने 1669 में काशी विश्वनाथ के प्राचीन मंदिर को ध्वस्त करने का फरमान जारी कर दिया! मुगल सैनिक काशी में इस बात की खबर देने आए और यह सुनते ही रुद्र और उसके साथियों की भुजाएं फड़क उठीं! उनकी उंगलियां उन फरमान लाने वालों का गला घोंटने को आतुर हो उठीं! परन्तु, पिता के समझाने पर वह कुछ क्षण के लिए शांत हुआ! आखिरकार 18 अप्रैल 1669 का वह काला दिन आ पहुँचा और मुगल सेनाएँ काशी में फैलने लगीं! औरंगजेब का स्पष्ट आदेश था कि हिंदुओं के सभी पूजास्थल और प्राचीन मंदिर ध्वस्त कर दिए जाएं! सब कुछ मंजूर था, परन्तु शिव का अनन्य भक्त शिव का मंदिर कैसे टूटने देता! अपने जीते जी तो एकदम नहीं! रुद्र ने ठान लिया कि वह गली गली जाकर लड़ाकों की फौज बनाएगा और अपने साथियों की मदद से स्वयं मुगलों से लोहा लेगा! उसकी वाणी में ओज था! उसकी ललकार में दम था! उसकी बातों में वीरता का आकर्षण था! लोग, जुड़ते गए और काशी विश्वनाथ की रक्षा के लिए बहुत बड़ी संख्या में तो नहीं, फिर भी एक ठिक ठाक संख्याबल खड़ा हो गया! सब काशी विश्वनाथ मंदिर को घेरकर खड़े हो गए! रुद्र अपने सबसे विश्वसनीय साथियों के साथ मंदिर के गर्भगृह की सुरक्षा में था! बार बार उसकी नजर, शिवजी के उस ज्योतिर्लिंग की ओर जाती और वह ""हर हर महादेव"" कहता! इस उच्चारण से उसे शक्ति मिल रही थी! रुद्र, रुद्र बन रहा था! तभी बाहर तीरों के चलने और तलवारें टकराने की आवाजें सुनाई देने लगीं! वह समझ गया कि आक्रमणकारी आ गए हैं! वह महादेव को प्रणाम करके, युद्ध के लिए सज्ज हो गया! मुगल सैनिक संख्या में बहुत ज्यादा थे, फिर भी कटकर गिरने और चीखने की अधिकांश आवाजें उन्ही की आ रही थीं! काशी विश्वनाथ के रक्षक पूरी वीरता से लड़ रहे थे! उन्हें लड़ना था, समूचे जगत के रक्षक, महादेव की रक्षा के लिए! और उन्हें मरना था, इतिहास में अमर होने के लिए! एक एक कर, मंदिर के बाहर लगाई रुद्र की सुरक्षा पंक्ति के लड़ाके कटकर गिरने लगे! ""हर हर (truncated)",1,0
"वाणी रसवती यस्य - यस्य श्रमवती क्रिया ।🚩 लक्ष्मीर्दानवती यस्य-सफलं तस्य जीवितं ।। #अर्थात् - जिस मनुष्य की वाणी मीठी है,जिसका कार्य परिश्रम से युक्त है, जिसका धन दान करने में प्रयुक्त होता है, उसका जीवन सफल है ! #जय_श्री_राम 🚩 #भारत_माता_की_जय 🇮🇳 #भगतसिंह_अमर_रहें ! #जय_भवानी-#जय_शिवाजी !",2,0
हर हर महादेव ⚔️🕉️👏 श्री केदारनाथ की ओर जाती बाबा केदारनाथ की डोली। पूरे सत्रह किमी पैदल रास्ते में लगभग 10 किमी बर्फ में नंगे पांव चलकर भोलेनाथ की डोली को श्री केदारनाथ ले जाया गया। यही भोलेनाथ की अद्भुत कृपा है। ☠️🕉️🙏🙏👏 #share #like #follow 👉 स्वयंसेवक page and join our group 👉 स्वयंसेवक,2,0
कोन सा माल फुकते हो दिल्ली के मालिक 😂 पूरा के पूरा बोलाखोदा हो😂,0,1
"जब दीपिका से लेकर करीना कपूर तक की पर्सनल व्हाट्सएप चैट हुई सोशल मीडिया पर वायरल, खूब मचा हंगामा",1,0
"आमिर-किरण राव के डिवोर्स के बीच Twitter पर ट्रेंड हो रही फातिमा सना शेख, यूजर्स बोल रहे इरा की नई मम्मी!",1,0
"Bollywood में कुछ ऐसे भी एक्टर हैं,जो अपने माँ-बाप के खिलाफ कोई काम नही करते...",1,0
अथाह शक्ति होने के वावजूद भी जो लोगो को सहलाये पुचकारे उसे ही सनातन कहते है लेकिन सनातन उसी के सामने झुक सकता है जो मासूम निर्छल हो :- हिंदुत्व लेकिन आप के घर मे पागल कुत्ता घुस आए तो आप चैन से नही सो सकते चाहे आप कीतने भी बलशाली हो :-बुद्ध भिक्षु विराथु जी म्यांमार वाले। जानवर को मारने के लिए जानवर बनाना पड़ता है बाबूजी :- भाजपा लोकसभा सन्नी देओल जी जिद्दी फ़िल्म।,0,1
"भारत की 5 ग्लैमरस महिला राजनेता है ये, जिनकी खूबसूरती पर भारत की जनता है लूटा रही अपना प्यार",2,1
जानिए महाभारत में भीम का किरदार निभाने वाले प्रवीण कुमार के बारे में कुछ बातें..,1,0
घर घर जाकर क्या मांगने लग गई अक्षय कुमार की बेटी नितारा? वीडियो हुआ वायरल,1,0
"धर्मांतरण कराने आए ईसाई समूह को ग्रामीणों ने बंधक बनाया, छत्तीसगढ़ की गवर्नर ने CM से कर डाली बड़ी मांग",0,1
"युवराज के बाप के लिए अब हुए ""हिन्दू गद्दार""!",0,1
Om Shanti,2,0
"""73 साल में इस तरह की हुकूमत नहीं आई जो आज हिंदुस्तान में है"" यही तो है 56 इंच की ताकत, धमकी देने वाला पाकिस्तान आज रो रहा है l लेकिन देश के अंदर के देशद्रोही भीतरी घात कर रहे है । उसमे नेताओ के साथ देश की जनता भी है जो अपने विनाश को स्वयं आमंत्रित कर रही है । बीजेपी है तो आपका कल सुरक्षित है । वरना आपकी ओलादो को टोपी पहनाने में पूरी ताकत से वो लोग तैयारी में लगे है",0,1
फिर बॉलीवुड ने हिंदुओ को बदनाम करने की कोशिश की,0,1
देखे कांग्रेस नेता दिग्विजय सिंह का बयान भाजपा को हराने में साथ दे नक्सली।,1,0
#MegastarAazaad at #MountRoad #Chennai #Mahanayakan #மகாநாயகன் #BombayTalkies #RajnarayanDube #Tamil #MegaMovie #Mahanayakan #மகா நாயகன் #Aazaad #RajnarayanDube #KaminiDube #AhamBrahmasmi #Rashtraputra #BombayTalkiesFoundation #VishwaSahityaParishad #WorldLiteratureOrganization #AazaadFederation #Thebombaytalkiesstudios #BombayTalkies #TheGreatPatriot #EnglishMovie #PillarOfIndianCinema,1,0
भारत में अमान्य हुई पाकिस्तानी डिग्री!,0,1
एक हिन्दू संत की गिरफ्तारी पर इस देश के तमाम अखाड़ों व मठो के संतो की खामोशी ही हिन्दूओं की बर्बादी का कारण बनेगी कहा चले गए वो सभी साधु- संन्यासी जिनके कंधों पर सनातन धर्म की रक्षा की जिम्मेदारी है,0,1
"लव स्टोरी पर उठाया पर्दा, कहा शादी के बाद भाग गई थीं नुसरत जहां!",1,1
